PPID,PP,EAL,SEN,HML,Re,Wr,Ma,Att8Est,Att8Act,Att8Diff,EngEst,EngAct,EngDiff,MathsEst,MathsAct,MathsDiff,EbaccEst,EbaccAct,EbaccDiff
42,1,0,0,3,3.5,3,3.5,6.8,4.2,-2.66,6.9,7,0.06,7,5,-2.02,6.7,3,-3.65
534,0,0,0,3,3.25,3,3.5,5.8,6.4,0.56,6.1,7,0.92,5.8,6,0.2,5.5,5.5,0.04
585,0,0,1,1,1.5,1,1.25,2.5,2.3,-0.23,2.9,3,0.09,2.1,2,-0.08,1.9,0.7,-1.24
583,1,0,0,2,2.5,2,2.25,3.7,4.4,0.66,4.2,5,0.83,3.4,4,0.56,3.3,4,0.69
809,1,0,0,2,2.75,3,2.75,4.5,4.1,-0.44,4.9,5,0.1,4.3,4,-0.31,4.2,3,-1.21
714,0,0,0,3,3.25,2,3.5,6.1,3.4,-2.66,6.2,8,1.76,6.1,4,-2.13,6,1,-5.04
4,1,0,0,2,2.5,3,3.25,4.5,2.2,-2.31,4.9,2,-2.89,4.3,4,-0.31,4.2,1,-3.21
387,1,0,0,1,1.75,1,1.5,2.8,2.4,-0.39,3.3,3,-0.29,2.4,2,-0.4,2.4,2.3,-0.06
706,0,0,1,2,1.5,1,2.5,3.2,2.7,-0.55,3.7,2,-1.73,2.9,4,1.09,2.8,2.7,-0.18
541,0,0,0,3,3.25,3,3.25,5.2,2.7,-2.53,5.6,3,-2.58,5.1,3,-2.13,5.1,2.7,-2.4
548,0,0,0,2,2.5,2,3.25,4.7,4,-0.73,5.1,5,-0.13,4.6,4,-0.57,4.5,3.3,-1.16
383,0,1,1,2,2.5,1,2.25,3.7,4.3,0.56,4.2,4,-0.17,3.4,4,0.56,3.3,3.3,0.02
658,0,0,0,3,3.25,2,2.75,5,3.3,-1.67,5.3,3,-2.34,4.8,4,-0.83,4.8,4,-0.76
644,1,0,0,3,3.5,3,4.25,6.4,4.3,-2.14,6.5,4,-2.49,6.5,5,-1.51,6.4,4,-2.41
666,0,0,0,3,3.25,2,3.25,5.5,6.2,0.7,5.8,6,0.2,5.4,7,1.56,5.4,6.3,0.95
947,1,0,0,2,2.75,2,2.75,4.7,5.9,1.17,5.1,8,2.88,4.6,5,0.43,4.5,5.7,1.18
946,0,0,0,2,3.25,2,2.75,5,4.9,-0.07,5.3,4,-1.34,4.8,5,0.17,4.8,3.7,-1.1
320,0,0,0,3,3.75,3,3.75,7.7,7,-0.7,7.6,8,0.38,7.9,7,-0.88,7.9,6,-1.87
376,1,0,0,1,2.25,2,1.5,2.9,0.9,-1.98,3.4,3,-0.38,2.5,1,-1.48,2.5,0,-2.48
228,1,0,0,2,2.75,2,2.25,3.7,1.8,-1.94,4.2,2,-2.16,3.4,1,-2.43,3.3,2,-1.31
825,0,0,0,1,1.5,1,1.5,2.5,1,-1.5,2.9,2,-0.93,2.1,1,-1.09,2.1,0.3,-1.77
172,1,0,0,3,3.5,2,3.5,6.1,1.7,-3.7,6.2,2,-4.24,6.1,3,-3.13,6,0.7,-5.37
888,1,0,1,1,1.75,2,1.75,2.9,2.3,-0.58,3.4,3,-0.38,2.5,2,-0.47,2.5,0.7,-1.81
1019,0,0,0,3,3.5,2,3.25,5.5,3.6,-1.9,5.8,3,-2.8,5.4,3,-2.44,5.4,3.7,-1.72
572,0,0,0,2,2.5,2,2.75,4.1,1.8,-2.29,4.5,2,-2.53,3.9,1,-2.89,3.8,1.3,-2.42
1023,1,1,0,3,3.25,2,3.25,5.5,4.4,-1.1,5.8,3,-2.8,5.4,7,1.56,5.4,4.7,-0.72
738,0,0,1,2,2.5,2,2.5,3.9,4.5,0.58,4.3,6,1.67,3.6,3,-0.64,3.5,4.3,0.82
622,0,0,1,2,2.5,2,2.25,3.5,1.7,-1.86,4,2,-2.01,3.3,1,-2.25,3.1,1,-2.15
406,0,0,0,3,3.5,2,2.75,5.2,4.2,-1.08,5.6,5,-0.57,5.1,4,-1.13,5.1,3.3,-1.73
15,0,0,0,3,3.25,2,3.25,5.2,6.8,1.52,5.6,6,0.43,5.1,8,2.87,5.1,7.7,2.6
473,1,0,1,3,3.25,2,3.25,5.2,4.2,-1.03,5.6,4,-1.58,5.1,6,0.87,5.1,5.3,0.27
143,0,0,0,2,2.75,2,2.5,4.5,3.2,-1.29,4.9,3,-1.89,4.3,4,-0.31,4.2,3,-1.21
301,1,0,0,3,3.25,3,2.75,5,3.3,-1.67,5.3,5,-0.34,4.8,4,-0.83,4.8,1,-3.76
188,0,0,1,3,3.25,2,3.5,5.8,2.8,-2.96,6,3,-3.01,5.8,3,-2.77,5.7,2.3,-3.36
772,0,0,0,3,3.5,3,3.5,6.4,4.8,-1.59,6.5,4,-2.49,6.5,6,-0.51,6.4,5,-1.41
303,0,0,0,2,2.5,2,2.5,3.9,4,0.08,4.3,4,-0.33,3.6,3,-0.64,3.5,3,-0.52
769,0,0,1,2,2.25,2,2.75,3.7,4.5,0.76,4.2,5,0.83,3.4,4,0.56,3.3,3.3,0.02
567,0,0,1,3,3.5,3,2.75,5.5,5,-0.55,5.8,5,-0.8,5.4,4,-1.44,5.4,3.7,-1.72
917,1,0,1,3,2.75,3,3.5,5.2,3.4,-1.83,5.6,3,-2.58,5.1,4,-1.13,5.1,3.3,-1.73
503,0,0,0,3,2.75,3,3.75,6.1,4.7,-1.36,6.2,4,-2.23,6.1,6,-0.13,6,4.3,-1.7
388,0,0,0,3,3.25,3,3.75,6.4,4.2,-2.19,6.5,3,-3.49,6.5,5,-1.51,6.4,3.7,-2.75
342,0,0,1,2,2.75,3,2.25,4.1,1.9,-2.19,4.5,4,-0.53,3.9,2,-1.89,3.8,1.3,-2.42
42,0,0,0,2,2.25,2,2.75,3.9,4.3,0.43,4.3,4,-0.33,3.6,4,0.36,3.5,4,0.48
98,0,0,0,3,3.5,3,3.5,5.8,5.5,-0.26,6,7,1,5.8,5,-0.76,5.7,4.7,-1.02
759,0,0,1,2,2.25,2,2.25,3.2,3.6,0.35,3.7,3,-0.73,2.9,5,2.09,2.8,3,0.15
133,0,0,0,2,3.25,2,2.5,4.5,5.6,1.11,4.9,5,0.1,4.3,4,-0.31,4.2,4.3,0.12
324,0,0,1,2,2.75,2,2.25,4.1,4.1,0.01,4.5,5,0.47,3.9,4,0.1,3.8,3,-0.76
436,0,0,0,3,3.5,4,2.5,5,4.4,-0.57,5.3,7,1.66,4.8,3,-1.84,4.8,1.7,-3.1
104,0,0,0,2,2.5,2,2.25,3.5,2.4,-1.18,4,2,-2.01,3.3,2,-1.25,3.1,1.3,-1.82
377,1,0,1,3,3.25,2,3.75,6.4,5.8,-0.64,6.5,6,-0.49,6.5,7,0.49,6.4,5,-1.41
602,0,0,0,3,3.5,3,3.75,7.2,6.8,-0.4,7.2,7,-0.18,7.4,6,-1.38,7.3,6.7,-0.67
667,1,0,0,2,2.25,2,3.25,4.1,2.7,-1.39,4.5,3,-1.53,3.9,3,-0.89,3.8,2,-1.76
631,1,0,0,2,1.5,2,3.25,3.7,2.9,-0.84,4.2,2,-2.16,3.4,3,-0.44,3.3,0.7,-2.64
1,0,0,0,3,3.5,2,2.75,5,2.1,-2.87,5.3,3,-2.34,4.8,2,-2.84,4.8,0.3,-4.43
595,0,0,0,3,3.5,2,3.75,6.8,4.7,-2.11,6.8,3,-3.8,6.9,6,-0.92,6.8,5,-1.84
730,1,0,1,1,2.25,1,1.25,2.7,1.6,-1.13,3.2,3,-0.17,2.3,1,-1.3,2.3,0.3,-1.99
438,0,0,0,2,2.75,2,3.25,4.7,3,-1.73,5.1,3,-2.13,4.6,3,-1.58,4.5,2.7,-1.82
828,0,0,0,3,3.5,2,3.25,5.5,2.2,-3.3,5.8,2,-3.8,5.4,3,-2.44,5.4,0.7,-4.72
201,0,0,0,2,2.75,2,2.75,4.5,6,1.51,4.9,7,2.11,4.3,5,0.69,4.2,5,0.79
699,1,0,0,2,2.75,2,2.75,4.5,4.5,0.01,4.9,6,1.11,4.3,4,-0.31,4.2,4.3,0.12
692,0,0,0,3,2.75,3,3.5,5.5,4.3,-1.25,5.8,5,-0.8,5.4,5,-0.44,5.4,3,-2.38
801,0,0,0,3,3.25,3,2.75,5,5.8,0.78,5.3,7,1.66,4.8,5,0.17,4.8,5.3,0.57
329,0,1,0,3,3.5,3,4.25,6.8,7,0.24,6.8,6,-0.8,6.9,8,1.09,6.8,7.7,0.83
577,0,1,0,3,3.25,2,3.25,5.8,6.9,1.14,6,7,1,5.8,7,1.24,5.7,7,1.31
705,1,0,0,2,2.5,3,2.25,3.5,4.2,0.67,4,5,0.99,3.3,2,-1.25,3.1,3.3,0.18
704,0,0,0,2,2.5,2,2.75,4.1,5.6,1.46,4.5,6,1.47,3.9,5,1.11,3.8,4.7,0.91
34,1,0,1,2,2.75,2,2.5,4.3,2.6,-1.68,4.7,3,-1.71,4.1,2,-2.08,4,2.7,-1.3
61,0,0,1,2,2.25,3,2.75,4.1,3.7,-0.39,4.5,4,-0.53,3.9,4,0.1,3.8,3.3,-0.42
355,0,0,0,2,2.75,2,2.75,4.7,6.3,1.52,5.1,8,2.88,4.6,6,1.42,4.5,5.3,0.84
759,1,0,0,2,3.5,2,2.5,5,4.4,-0.62,5.3,5,-0.34,4.8,3,-1.84,4.8,3.7,-1.1
511,1,0,0,1,2.25,2,1.75,3.1,3.9,0.72,3.6,4,0.38,2.8,3,0.22,2.7,2.7,-0.08
38,0,0,0,2,2.75,2,2.75,4.5,6.6,2.11,4.9,7,2.11,4.3,6,1.68,4.2,6.3,2.12
897,0,0,0,3,3.25,3,2.75,5,6.6,1.63,5.3,8,2.66,4.8,5,0.17,4.8,6.3,1.57
731,0,0,1,2,2.5,2,2.5,3.9,4.3,0.38,4.3,5,0.67,3.6,3,-0.64,3.5,3.3,-0.18
304,1,0,1,3,3.5,2,3.25,5.5,4.3,-1.2,5.8,7,1.21,5.4,4,-1.44,5.4,3.7,-1.72
749,0,0,0,3,2.75,2,3.5,5.5,2.5,-3,5.8,3,-2.8,5.4,4,-1.44,5.4,0,-5.38
265,0,0,1,2,2.75,2,2.25,3.9,6,2.13,4.3,9,4.67,3.6,4,0.36,3.5,5.3,1.82
455,1,0,0,2,2.25,2,2.75,3.7,3.2,-0.49,4.2,3,-1.16,3.4,4,0.56,3.3,2.7,-0.64
506,1,1,0,3,3.25,2,4.25,6.1,7.2,1.09,6.2,8,1.76,6.1,8,1.88,6,6.3,0.3
294,1,0,0,3,3.5,3,2.75,5.8,4.1,-1.71,6,6,0,5.8,4,-1.76,5.7,2.7,-3.02
359,1,0,0,2,2.25,2,2.75,3.9,0.4,-3.47,4.3,1,-3.33,3.6,1,-2.64,3.5,0,-3.52
917,1,0,0,2,2.5,2,2.75,4.1,2.5,-1.59,4.5,2,-2.53,3.9,3,-0.89,3.8,2,-1.76
514,1,0,0,2,2.5,2,2.5,3.7,4.9,1.16,4.2,5,0.83,3.4,4,0.56,3.3,5,1.69
47,1,0,0,3,3.5,3,3.25,5.8,5.7,-0.06,6,6,0,5.8,5,-0.76,5.7,6,0.31
881,1,0,0,3,3.5,2,2.75,5.5,2.7,-2.83,5.8,3,-2.8,5.4,3,-2.44,5.4,2.7,-2.72
728,0,0,0,2,2.75,2,2.5,4.3,4.9,0.62,4.7,7,2.29,4.1,4,-0.08,4,3.3,-0.63
218,0,0,1,2,2.5,2,2.25,3.7,2.2,-1.49,4.2,3,-1.16,3.4,2,-1.43,3.3,0.7,-2.64
375,0,0,0,3,3.5,2,4.75,6.1,4.4,-1.71,6.2,5,-1.24,6.1,5,-1.13,6,4,-2.04
38,0,0,0,2,2.75,1,2.5,4.1,2.6,-1.49,4.5,2,-2.53,3.9,3,-0.89,3.8,2.3,-1.42
299,1,1,1,1,1.25,2,2.75,3.1,3.5,0.32,3.6,4,0.38,2.8,3,0.22,2.7,1.7,-1.08
557,1,0,1,3,3.5,2,4.25,7.2,4.5,-2.75,7.2,4,-3.18,7.4,5,-2.38,7.3,4.3,-3
1008,0,0,0,2,2.25,2,2.25,3.5,0.9,-2.63,4,1,-3.01,3.3,1,-2.25,3.1,1,-2.15
838,0,0,0,2,2.5,2,2.5,3.7,2,-1.69,4.2,3,-1.16,3.4,3,-0.44,3.3,0,-3.31
1032,0,0,0,2,1.5,2,2.75,3.5,3,-0.58,4,3,-1.01,3.3,4,0.75,3.1,1,-2.15
431,1,1,0,2,2.25,2,2.25,3.2,1.1,-2.12,3.7,2,-1.73,2.9,1,-1.91,2.8,0.3,-2.51
179,1,0,1,2,2.25,1,2.25,3.4,1.8,-1.57,3.9,2,-1.86,3.1,2,-1.06,3,1,-1.97
558,0,0,0,2,3.25,2,2.75,4.7,4.8,0.02,5.1,6,0.88,4.6,4,-0.57,4.5,3.3,-1.16
450,1,1,0,2,2.75,2,2.75,4.7,4.4,-0.33,5.1,5,-0.13,4.6,5,0.43,4.5,4.3,-0.16
375,0,0,0,2,2.75,2,2.75,4.5,2.6,-1.89,4.9,4,-0.89,4.3,3,-1.32,4.2,0.7,-3.55
838,0,0,0,2,2.5,2,2.25,3.5,3.3,-0.28,4,3,-1.01,3.3,4,0.75,3.1,1.7,-1.48
210,0,1,0,3,2.5,2,3.75,5.5,5.9,0.4,5.8,4,-1.79,5.4,7,1.56,5.4,6,0.62
564,0,0,0,3,3.75,2,2.5,5,4.7,-0.32,5.3,6,0.66,4.8,4,-0.83,4.8,4,-0.76
315,0,1,0,3,2.75,3,3.5,5.2,6,0.77,5.6,6,0.43,5.1,7,1.87,5.1,6,0.93
24,0,1,0,2,3.25,2,2.5,4.5,4.9,0.41,4.9,4,-0.89,4.3,4,-0.31,4.2,5,0.79
473,1,0,0,2,3.25,2,2.75,4.7,3.1,-1.63,5.1,4,-1.13,4.6,3,-1.58,4.5,1,-3.49
403,0,1,0,3,3.25,3,3.25,5.2,4.9,-0.33,5.6,6,0.43,5.1,5,-0.14,5.1,4.3,-0.73
336,1,0,0,3,3.5,3,3.25,6.1,5,-1.06,6.2,6,-0.23,6.1,5,-1.13,6,4.7,-1.37
517,1,0,0,3,3.5,2,3.25,5.5,0.8,-3.7,5.8,2,-3.8,5.4,1,-4.44,5.4,0,-5.38
635,0,0,0,3,3.25,2,2.75,5,3.8,-1.22,5.3,4,-1.34,4.8,4,-0.83,4.8,3.3,-1.43
1031,0,0,1,2,2.5,2,3.25,4.7,5.7,0.92,5.1,5,-0.13,4.6,6,1.42,4.5,5,0.51
630,0,0,0,3,3.5,2,3.75,6.8,5.9,-0.86,6.8,6,-0.8,6.9,5,-1.91,6.8,5.7,-1.17
972,0,0,1,2,2.5,2,2.25,3.5,2.1,-1.48,4,2,-2.01,3.3,2,-1.25,3.1,0.3,-2.82
827,0,0,0,2,2.75,3,3.25,5,6.2,1.23,5.3,6,0.66,4.8,6,1.16,4.8,5.7,0.9
415,0,0,0,3,2.75,2,3.25,5,4,-0.97,5.3,5,-0.34,4.8,4,-0.83,4.8,3,-1.76
692,0,0,0,1,1.75,2,1.75,3,3.1,0.1,3.5,4,0.52,2.6,3,0.37,2.6,1.7,-0.93
606,0,0,0,2,2.5,2,3.5,4.7,4.7,-0.08,5.1,3,-2.13,4.6,6,1.42,4.5,5,0.51
733,1,0,0,2,2.25,2,2.25,3.2,3.7,0.46,3.7,3,-0.73,2.9,4,1.09,2.8,3.7,0.82
818,1,0,1,1,2.5,2,1.25,3,1,-2,3.5,3,-0.48,2.6,1,-1.63,2.6,0,-2.6
961,1,0,1,1,1.5,2,2.25,2.9,2.8,-0.13,3.4,2,-1.38,2.5,2,-0.47,2.5,2.3,-0.15
1004,1,0,0,2,3.25,3,2.5,4.7,3.9,-0.83,5.1,5,-0.13,4.6,4,-0.57,4.5,3.3,-1.16
44,0,0,0,1,1.25,1,1.75,2.6,2.6,0.03,3,3,-0.05,2.2,4,1.82,2.2,0.3,-1.86
745,1,0,1,2,2.5,2,2.5,3.9,3.3,-0.62,4.3,3,-1.33,3.6,3,-0.64,3.5,1.7,-1.85
852,0,0,0,3,3.5,2,3.25,5.8,4.6,-1.21,6,5,-1,5.8,3,-2.77,5.7,4.3,-1.36
525,0,0,0,2,2.75,3,2.5,4.3,3.2,-1.13,4.7,5,0.29,4.1,2,-2.08,4,1,-2.97
387,0,0,1,3,3.5,3,3.5,6.8,7,0.24,6.8,8,1.21,6.9,6,-0.92,6.8,7,0.16
945,0,1,1,2,3.25,2,2.25,4.3,3.2,-1.08,4.7,4,-0.71,4.1,2,-2.08,4,2.3,-1.63
581,1,0,0,2,2.5,2,2.75,3.9,3.5,-0.37,4.3,3,-1.33,3.6,3,-0.64,3.5,3,-0.52
955,0,0,0,3,3.75,3,3.25,6.1,4.5,-1.56,6.2,5,-1.24,6.1,5,-1.13,6,4,-2.04
75,0,0,0,2,2.75,2,2.5,4.3,6.1,1.77,4.7,6,1.29,4.1,5,0.92,4,5.7,1.7
689,0,0,0,2,2.5,3,3.25,4.7,7.4,2.62,5.1,8,2.88,4.6,7,2.42,4.5,7.3,2.84
552,0,0,0,3,2.75,2,3.25,5.2,4.5,-0.78,5.6,4,-1.58,5.1,6,0.87,5.1,4,-1.07
61,0,1,0,2,2.25,2,2.5,3.5,2.6,-0.93,4,2,-2.01,3.3,4,0.75,3.1,0.7,-2.48
16,1,0,0,2,2.75,2,2.25,3.7,4.2,0.51,4.2,6,1.84,3.4,3,-0.44,3.3,4,0.69
865,0,0,0,3,3.25,3,3.5,5.5,7,1.5,5.8,7,1.21,5.4,7,1.56,5.4,7.7,2.28
720,0,0,0,3,3.25,2,3.25,5.8,4.8,-0.96,6,5,-1,5.8,5,-0.76,5.7,3.3,-2.36
155,0,1,0,1,1.25,2,2.5,2.9,3.8,0.92,3.4,5,1.62,2.5,3,0.52,2.5,3.7,1.19
308,1,0,0,3,3.25,3,3.5,6.1,5,-1.11,6.2,3,-3.23,6.1,6,-0.13,6,5,-1.04
792,0,0,0,2,2.75,2,2.75,4.5,6.1,1.61,4.9,7,2.11,4.3,5,0.69,4.2,5.7,1.45
709,1,0,1,2,1.75,2,2.5,3.2,1.4,-1.85,3.7,2,-1.73,2.9,2,-0.91,2.8,0.3,-2.51
814,0,1,0,2,2.5,2,2.5,4.1,4.2,0.11,4.5,5,0.47,3.9,3,-0.89,3.8,3.7,-0.09
661,1,0,1,2,2.5,2,2.5,3.9,2.9,-1,4.3,4,-0.33,3.6,3,-0.64,3.5,2.3,-1.18
2,0,0,1,3,2.75,3,3.75,5.5,5.8,0.25,5.8,5,-0.8,5.4,7,1.56,5.4,5.3,-0.05
526,0,1,1,2,2.25,1,2.75,3.9,4,0.13,4.3,4,-0.33,3.6,4,0.36,3.5,3.3,-0.18
801,0,1,0,1,2.25,2,1.5,3,3.3,0.25,3.5,4,0.52,2.6,2,-0.63,2.6,2.7,0.07
1021,0,0,1,1,2.5,2,1.5,3.1,3.4,0.22,3.6,2,-1.62,2.8,3,0.22,2.7,3.7,0.92
1010,0,0,0,3,3.5,2,3.5,6.1,5.1,-1.01,6.2,5,-1.24,6.1,5,-1.13,6,5.3,-0.7
578,0,0,0,3,3.25,2,3.25,5.2,5.8,0.57,5.6,5,-0.57,5.1,6,0.87,5.1,6,0.93
4,0,0,1,2,2.5,2,1.75,3.4,4.5,1.08,3.9,5,1.14,3.1,3,-0.06,3,3.7,0.7
367,1,0,1,1,1.25,2,1.75,2.7,3.8,1.09,3.2,5,1.84,2.3,3,0.7,2.3,3.3,1.01
324,1,0,0,2,2.25,2,3.25,4.3,4.6,0.27,4.7,4,-0.71,4.1,5,0.92,4,3.7,-0.3
906,0,0,0,2,2.5,2,2.5,3.9,1.7,-2.17,4.3,2,-2.33,3.6,2,-1.64,3.5,0.3,-3.18
881,0,0,1,2,3.25,2,2.25,4.3,3.5,-0.78,4.7,4,-0.71,4.1,3,-1.08,4,3,-0.97
186,0,0,0,3,3.5,3,3.5,6.8,8.5,1.69,6.8,9,2.2,6.9,8,1.09,6.8,9,2.16
214,1,0,0,2,1.75,2,2.25,3.1,3.3,0.12,3.6,3,-0.62,2.8,3,0.22,2.7,2.7,-0.08
641,1,0,0,2,2.5,2,2.75,4.3,2.7,-1.58,4.7,3,-1.71,4.1,3,-1.08,4,1.7,-2.3
82,1,0,0,2,1.5,2,2.5,3.1,2.7,-0.48,3.6,3,-0.62,2.8,3,0.22,2.7,0.3,-2.41
838,0,0,0,2,3.5,3,2.5,5,4.8,-0.17,5.3,6,0.66,4.8,4,-0.83,4.8,4.3,-0.43
25,0,0,0,2,2.25,2,2.5,3.4,2.3,-1.07,3.9,2,-1.86,3.1,3,-0.06,3,0.7,-2.3
1005,0,0,0,3,3.75,2,2.5,5.2,4.5,-0.73,5.6,3,-2.58,5.1,4,-1.13,5.1,5.3,0.27
455,0,0,0,3,3.5,2,3.25,5.8,3.8,-1.96,6,4,-2.01,5.8,5,-0.76,5.7,3.7,-2.02
835,0,1,0,2,1.75,2,2.75,3.5,5.3,1.77,4,5,0.99,3.3,7,3.75,3.1,4.7,1.52
815,1,0,1,2,3.25,2,2.5,4.3,3.3,-0.98,4.7,4,-0.71,4.1,3,-1.08,4,2.7,-1.3
54,0,0,0,2,3.25,3,2.25,4.1,3,-1.14,4.5,5,0.47,3.9,2,-1.89,3.8,0.7,-3.09
137,0,0,1,2,2.75,3,2.5,4.3,5.3,1.02,4.7,5,0.29,4.1,6,1.92,4,5.3,1.37
491,0,0,0,3,2.75,2,3.25,5,2.7,-2.32,5.3,3,-2.34,4.8,3,-1.84,4.8,0.7,-4.1
601,0,0,0,3,3.5,2,3.25,6.1,4.4,-1.71,6.2,4,-2.23,6.1,4,-2.13,6,3.7,-2.37
292,0,0,0,2,3.25,3,2.75,5,5.5,0.48,5.3,6,0.66,4.8,5,0.17,4.8,5,0.24
535,0,0,1,2,2.5,2,2.25,3.7,4.7,0.96,4.2,3,-1.16,3.4,4,0.56,3.3,5.7,2.36
583,1,0,1,2,2.25,2,2.5,3.5,4.4,0.87,4,4,-0.01,3.3,4,0.75,3.1,4.3,1.18
397,1,0,1,2,2.75,3,3.25,4.7,4.6,-0.18,5.1,4,-1.13,4.6,5,0.43,4.5,4.3,-0.16
288,0,0,0,3,3.25,2,3.5,6.1,3.8,-2.26,6.2,3,-3.23,6.1,4,-2.13,6,4,-2.04
333,0,0,0,2,2.75,2,2.5,4.3,4.4,0.12,4.7,4,-0.71,4.1,5,0.92,4,3.7,-0.3
246,0,0,0,1,1.25,1,2.5,2.9,5,2.12,3.4,4,0.62,2.5,5,2.53,2.5,5.5,3.02
338,0,0,0,1,1.25,1,1.5,2.5,1.7,-0.78,2.9,2,-0.93,2.1,1,-1.09,2.1,1,-1.11
815,0,1,0,3,2.75,2,3.5,5.2,4.1,-1.18,5.6,4,-1.58,5.1,5,-0.14,5.1,3.3,-1.73
584,0,0,0,2,3.5,2,2.5,4.7,3.9,-0.88,5.1,5,-0.13,4.6,3,-1.58,4.5,2.7,-1.82
796,0,0,0,2,2.5,2,2.5,3.7,3.9,0.16,4.2,5,0.83,3.4,3,-0.44,3.3,3.3,0.02
272,0,0,0,2,2.5,2,2.75,4.3,4,-0.28,4.7,4,-0.71,4.1,4,-0.08,4,4,0.03
900,1,0,0,2,2.5,2,2.25,3.9,2.4,-1.47,4.3,3,-1.33,3.6,2,-1.64,3.5,2,-1.52
282,1,0,0,2,2.25,2,2.75,4.1,2.9,-1.19,4.5,4,-0.53,3.9,2,-1.89,3.8,0.7,-3.09
606,0,1,0,3,3.5,2,3.5,6.4,4.8,-1.64,6.5,6,-0.49,6.5,4,-2.52,6.4,4,-2.41
299,0,0,0,2,2.5,3,2.5,3.9,3.2,-0.67,4.3,5,0.67,3.6,3,-0.64,3.5,0.7,-2.85
19,0,0,1,2,2.5,2,1.75,3.1,3.6,0.42,3.6,5,1.38,2.8,2,-0.77,2.7,2.7,-0.08
920,0,0,1,2,2.75,2,2.75,4.5,2.3,-2.19,4.9,3,-1.89,4.3,3,-1.32,4.2,0.3,-3.88
397,0,0,0,3,3.25,2,2.75,5,3.3,-1.67,5.3,3,-2.34,4.8,4,-0.83,4.8,0.3,-4.43
623,0,1,0,1,1.5,1,1.75,2.8,4.6,1.81,3.3,4,0.7,2.4,4,1.61,2.4,5.8,3.44
1012,0,0,1,1,1.25,1,1.5,2.3,1.8,-0.5,2.7,2,-0.71,1.8,1,-0.83,1.9,1.3,-0.57
292,1,0,1,1,2.25,2,1.75,3,3.4,0.41,3.5,5,1.52,2.6,3,0.37,2.6,1,-1.6
1035,0,0,0,2,2.5,2,2.5,3.7,2.1,-1.59,4.2,3,-1.16,3.4,2,-1.43,3.3,0.3,-2.98
150,0,0,1,3,3.25,2,3.5,5.5,4.4,-1.1,5.8,5,-0.8,5.4,4,-1.44,5.4,3.7,-1.72
136,0,0,0,2,2.25,3,3.25,4.1,3.7,-0.39,4.5,4,-0.53,3.9,4,0.1,3.8,0.7,-3.09
174,1,0,0,2,2.5,2,2.5,3.9,5,1.08,4.3,6,1.67,3.6,4,0.36,3.5,4.3,0.82
812,1,0,0,2,3.5,1,2.25,4.3,3.1,-1.18,4.7,3,-1.71,4.1,3,-1.08,4,3,-0.97
425,1,0,1,3,3.5,2,3.25,5.5,5.2,-0.3,5.8,6,0.2,5.4,4,-1.44,5.4,5.3,-0.05
376,1,0,0,2,3.25,2,2.5,4.7,1.7,-3.03,5.1,4,-1.13,4.6,3,-1.58,4.5,1,-3.49
11,0,0,0,2,2.5,2,2.25,3.7,3.6,-0.09,4.2,5,0.83,3.4,3,-0.44,3.3,2.3,-0.98
